FIPS,"Life expectancy, 2014",PlaceName
12111,79.12,St. Lucie County | FL
12113,78.2,Santa Rosa County | FL
12115,81.51,Sarasota County | FL
12117,80.39,Seminole County | FL
12119,81.74,Sumter County | FL
12121,75.41,Suwannee County | FL
12123,75.73,Taylor County | FL
12125,67.57,Union County | FL
12127,77.49,Volusia County | FL
12129,76.41,Wakulla County | FL
12131,77.25,Walton County | FL
12133,74.85,Washington County | FL
13001,74.29,Appling County | GA
13003,73.92,Atkinson County | GA
13005,72.91,Bacon County | GA
13007,77.97,Baker County | GA
13009,76.09,Baldwin County | GA
13011,77.4,Banks County | GA
13013,76.4,Barrow County | GA
13015,76.13,Bartow County | GA
13017,73.59,Ben Hill County | GA
13019,75.18,Berrien County | GA
13021,73.78,Bibb County | GA
13023,75.79,Bleckley County | GA
13025,74.81,Brantley County | GA
13027,75.59,Brooks County | GA
13029,75.94,Bryan County | GA
13031,77.07,Bulloch County | GA
13033,73.27,Burke County | GA
13035,74.04,Butts County | GA
13037,73.95,Calhoun County | GA
13039,77.68,Camden County | GA
13043,74.37,Candler County | GA
13045,75.22,Carroll County | GA
13047,78.1,Catoosa County | GA
13049,75.38,Charlton County | GA
13051,77.04,Chatham County | GA
13053,77.13,Chattahoochee County | GA
13055,74.52,Chattooga County | GA
13057,79.93,Cherokee County | GA
13059,78.35,Clarke County | GA
13061,74.45,Clay County | GA
13063,77.22,Clayton County | GA
13065,73.14,Clinch County | GA
13067,80.08,Cobb County | GA
13069,74.89,Coffee County | GA
13071,74.78,Colquitt County | GA
13073,79.76,Columbia County | GA
13075,74.22,Cook County | GA
13077,78.17,Coweta County | GA
13079,76.63,Crawford County | GA
13081,74.87,Crisp County | GA
13083,75.58,Dade County | GA
13085,78.26,Dawson County | GA
13089,79.14,Dekalb County | GA
13087,74.46,Decatur County | GA
13091,74.99,Dodge County | GA
13093,77.16,Dooly County | GA
13095,75.19,Dougherty County | GA
13097,77.06,Douglas County | GA
13099,73.76,Early County | GA
13101,77.31,Echols County | GA
13103,76.74,Effingham County | GA
13105,74.78,Elbert County | GA
13107,73.37,Emanuel County | GA
13109,74.74,Evans County | GA
13111,76.94,Fannin County | GA
13113,81.22,Fayette County | GA
13115,75.8,Floyd County | GA
13117,81.28,Forsyth County | GA
13119,74.79,Franklin County | GA
13121,77.65,Fulton County | GA
13123,78.32,Gilmer County | GA
13125,74.14,Glascock County | GA
13127,76.9,Glynn County | GA
13129,75.73,Gordon County | GA
13131,75.54,Grady County | GA
13133,76.81,Greene County | GA
13135,80.58,Gwinnett County | GA
13137,78.3,Habersham County | GA
13139,78.57,Hall County | GA
13141,75.28,Hancock County | GA
13143,73.75,Haralson County | GA
13145,78.87,Harris County | GA
13147,77.02,Hart County | GA
13149,74.81,Heard County | GA
13151,77.5,Henry County | GA
13153,77.82,Houston County | GA
13155,75.45,Irwin County | GA
13157,75.71,Jackson County | GA
13159,75.96,Jasper County | GA
13161,73.49,Jeff Davis County | GA
13163,73.05,Jefferson County | GA
13165,74.0,Jenkins County | GA
13167,75.89,Johnson County | GA
13169,77.92,Jones County | GA
13171,74.4,Lamar County | GA
13173,75.4,Lanier County | GA
13175,75.06,Laurens County | GA
13177,77.62,Lee County | GA
13179,76.8,Liberty County | GA
13181,75.83,Lincoln County | GA
13183,77.1,Long County | GA
13185,76.04,Lowndes County | GA
13187,77.59,Lumpkin County | GA
13193,73.79,Macon County | GA
13195,75.42,Madison County | GA
13197,75.69,Marion County | GA
13189,73.76,Mcduffie County | GA
13191,78.08,Mcintosh County | GA
13199,74.87,Meriwether County | GA
13201,75.41,Miller County | GA
13205,75.1,Mitchell County | GA
13207,77.13,Monroe County | GA
13209,75.87,Montgomery County | GA
13211,77.33,Morgan County | GA
13213,74.91,Murray County | GA
13215,75.13,Muscogee County | GA
13217,76.05,Newton County | GA
13219,80.43,Oconee County | GA
13221,77.93,Oglethorpe County | GA
13223,78.27,Paulding County | GA
13225,73.82,Peach County | GA
13227,77.37,Pickens County | GA
13229,74.67,Pierce County | GA
13231,75.85,Pike County | GA
13233,73.53,Polk County | GA
13235,76.85,Pulaski County | GA
13237,77.12,Putnam County | GA
13239,75.81,Quitman County | GA
13241,77.48,Rabun County | GA
13243,74.9,Randolph County | GA
13245,74.07,Richmond County | GA
13247,78.22,Rockdale County | GA
13249,76.26,Schley County | GA
13251,74.32,Screven County | GA
13253,74.91,Seminole County | GA
13255,74.62,Spalding County | GA
13257,74.51,Stephens County | GA
13259,74.36,Stewart County | GA
13261,74.95,Sumter County | GA
13263,74.41,Talbot County | GA
13265,75.44,Taliaferro County | GA
13267,74.93,Tattnall County | GA
13269,74.58,Taylor County | GA
13271,76.02,Telfair County | GA
13273,73.99,Terrell County | GA
13275,75.52,Thomas County | GA
13277,75.36,Tift County | GA
13279,74.15,Toombs County | GA
13281,78.24,Towns County | GA
13283,75.09,Treutlen County | GA
13285,75.14,Troup County | GA
13287,74.14,Turner County | GA
13289,74.66,Twiggs County | GA
13291,78.44,Union County | GA
13293,73.71,Upson County | GA
13295,74.85,Walker County | GA
13297,76.6,Walton County | GA
13299,74.22,Ware County | GA
13301,74.26,Warren County | GA
13303,75.1,Washington County | GA
13305,74.93,Wayne County | GA
13307,77.87,Webster County | GA
13309,76.49,Wheeler County | GA
13311,78.14,White County | GA
13313,77.06,Whitfield County | GA
13315,75.03,Wilcox County | GA
13317,74.85,Wilkes County | GA
13319,74.74,Wilkinson County | GA
13321,76.49,Worth County | GA
15001,80.15,Hawaii County | HI
15003,81.37,Honolulu County | HI
15005,80.99,Kalawao County | HI
15007,81.07,Kauai County | HI
15009,80.99,Maui County | HI
16001,80.75,Ada County | ID
16003,80.6,Adams County | ID
16005,77.86,Bannock County | ID
16007,78.65,Bear Lake County | ID
16009,76.77,Benewah County | ID
16011,78.65,Bingham County | ID
16013,82.99,Blaine County | ID
16015,81.05,Boise County | ID
16017,79.37,Bonner County | ID
16019,79.0,Bonneville County | ID
16021,78.19,Boundary County | ID
16023,78.74,Butte County | ID
16025,80.89,Camas County | ID
16027,79.05,Canyon County | ID
16029,78.79,Caribou County | ID
16031,78.78,Cassia County | ID
16033,78.28,Clark County | ID
16035,78.63,Clearwater County | ID
16037,80.4,Custer County | ID
16039,78.46,Elmore County | ID
16041,80.28,Franklin County | ID
16043,80.08,Fremont County | ID
16045,78.47,Gem County | ID
16047,78.13,Gooding County | ID
16049,79.57,Idaho County | ID
16051,80.18,Jefferson County | ID
16053,78.26,Jerome County | ID
16055,79.51,Kootenai County | ID
16057,81.01,Latah County | ID
16059,79.39,Lemhi County | ID
16061,78.63,Lewis County | ID
16063,78.4,Lincoln County | ID
16065,81.09,Madison County | ID
16067,78.61,Minidoka County | ID
16069,78.23,Nez Perce County | ID
16071,80.21,Oneida County | ID
16073,78.7,Owyhee County | ID
16075,78.51,Payette County | ID
16077,78.37,Power County | ID
16079,75.9,Shoshone County | ID
16081,82.11,Teton County | ID
16083,78.04,Twin Falls County | ID
16085,81.84,Valley County | ID
16087,78.71,Washington County | ID
17001,78.7,Adams County | IL
17003,74.15,Alexander County | IL
17005,78.87,Bond County | IL
17007,79.75,Boone County | IL
17009,79.09,Brown County | IL
17011,79.49,Bureau County | IL
17013,78.93,Calhoun County | IL
17015,79.06,Carroll County | IL
17017,77.23,Cass County | IL
17019,80.25,Champaign County | IL
17021,77.92,Christian County | IL
17023,77.36,Clark County | IL
17025,77.51,Clay County | IL
17027,79.62,Clinton County | IL
17029,78.42,Coles County | IL
17031,78.67,Cook County | IL
17033,77.78,Crawford County | IL
17035,78.8,Cumberland County | IL
17039,78.05,De Witt County | IL
17037,79.89,Dekalb County | IL
17041,78.85,Douglas County | IL
17043,81.87,Dupage County | IL
17045,77.33,Edgar County | IL
17047,77.46,Edwards County | IL
17049,79.01,Effingham County | IL
17051,78.76,Fayette County | IL
17053,77.37,Ford County | IL
17055,75.28,Franklin County | IL
17057,77.84,Fulton County | IL
17059,75.16,Gallatin County | IL
17061,77.58,Greene County | IL
17063,78.53,Grundy County | IL
17065,77.7,Hamilton County | IL
17067,79.81,Hancock County | IL
17069,75.21,Hardin County | IL
17071,78.65,Henderson County | IL
17073,79.4,Henry County | IL
17075,77.56,Iroquois County | IL
17077,78.35,Jackson County | IL
17079,79.11,Jasper County | IL
17081,77.21,Jefferson County | IL
17083,78.17,Jersey County | IL
17085,80.86,Jo Daviess County | IL
17087,78.09,Johnson County | IL
17089,80.92,Kane County | IL
17091,77.03,Kankakee County | IL
17093,81.17,Kendall County | IL
17095,77.75,Knox County | IL
17099,77.9,Lasalle County | IL
17097,81.04,Lake County | IL
17101,76.09,Lawrence County | IL
17103,78.23,Lee County | IL
17105,77.98,Livingston County | IL
17107,78.52,Logan County | IL
17115,77.7,Macon County | IL
17117,78.02,Macoupin County | IL
17119,77.16,Madison County | IL
17121,76.66,Marion County | IL
17123,78.04,Marshall County | IL
17125,77.27,Mason County | IL
17127,75.88,Massac County | IL
17109,79.6,Mcdonough County | IL
17111,80.15,Mchenry County | IL
17113,80.09,Mclean County | IL
17129,78.66,Menard County | IL
17131,79.51,Mercer County | IL
17133,80.48,Monroe County | IL
17135,77.84,Montgomery County | IL
17137,78.36,Morgan County | IL
17139,78.19,Moultrie County | IL
17141,79.64,Ogle County | IL
17143,78.22,Peoria County | IL
17145,77.53,Perry County | IL
17147,79.4,Piatt County | IL
17149,78.53,Pike County | IL
17151,77.98,Pope County | IL
17153,74.72,Pulaski County | IL
17155,79.78,Putnam County | IL
17157,77.68,Randolph County | IL
17159,78.09,Richland County | IL
17161,78.76,Rock Island County | IL
17163,76.67,St. Clair County | IL
17165,74.9,Saline County | IL
17167,78.33,Sangamon County | IL
17169,78.82,Schuyler County | IL
17171,78.78,Scott County | IL
17173,79.85,Shelby County | IL
17175,78.31,Stark County | IL
17177,79.68,Stephenson County | IL
17179,78.69,Tazewell County | IL
17181,76.4,Union County | IL
17183,76.19,Vermilion County | IL
17185,78.37,Wabash County | IL
17187,78.39,Warren County | IL
17189,79.07,Washington County | IL
17191,77.79,Wayne County | IL
17193,76.88,White County | IL
17195,78.92,Whiteside County | IL
17197,79.94,Will County | IL
17199,76.94,Williamson County | IL
17201,77.95,Winnebago County | IL
17203,80.3,Woodford County | IL
18001,79.72,Adams County | IN
18003,78.31,Allen County | IN
18005,77.8,Bartholomew County | IN
18007,78.41,Benton County | IN
18009,76.81,Blackford County | IN
18011,78.87,Boone County | IN
18013,79.4,Brown County | IN
18015,79.8,Carroll County | IN
18017,77.62,Cass County | IN
18019,76.3,Clark County | IN
18021,76.66,Clay County | IN
18023,77.88,Clinton County | IN
18025,76.1,Crawford County | IN
18027,77.17,Daviess County | IN
18033,77.83,Dekalb County | IN
18029,78.37,Dearborn County | IN
18031,78.07,Decatur County | IN
18035,76.98,Delaware County | IN
18037,78.93,Dubois County | IN
18039,78.78,Elkhart County | IN
18041,75.84,Fayette County | IN
18043,77.17,Floyd County | IN
18045,77.25,Fountain County | IN
18047,78.95,Franklin County | IN
18049,76.9,Fulton County | IN
18051,78.06,Gibson County | IN
18053,76.47,Grant County | IN
18055,76.76,Greene County | IN
18057,81.78,Hamilton County | IN
18059,78.99,Hancock County | IN
18061,78.08,Harrison County | IN
18063,79.97,Hendricks County | IN
18065,76.93,Henry County | IN
18067,77.2,Howard County | IN
18069,78.18,Huntington County | IN
18071,76.41,Jackson County | IN
18073,78.01,Jasper County | IN
18075,77.25,Jay County | IN
18077,76.18,Jefferson County | IN
18079,75.53,Jennings County | IN
18081,78.57,Johnson County | IN
18083,76.17,Knox County | IN
18085,78.52,Kosciusko County | IN
18087,79.74,Lagrange County | IN
18091,76.93,Laporte County | IN
18089,76.57,Lake County | IN
18093,76.44,Lawrence County | IN
18095,76.76,Madison County | IN
18097,76.2,Marion County | IN
18099,79.06,Marshall County | IN
18101,77.33,Martin County | IN
18103,77.83,Miami County | IN
18105,80.21,Monroe County | IN
18107,77.94,Montgomery County | IN
18109,77.38,Morgan County | IN
18111,77.2,Newton County | IN
18113,77.73,Noble County | IN
18115,78.27,Ohio County | IN
18117,76.68,Orange County | IN
18119,76.29,Owen County | IN
18121,78.02,Parke County | IN
18123,77.72,Perry County | IN
18125,77.64,Pike County | IN
18127,78.72,Porter County | IN
18129,78.93,Posey County | IN
18131,77.21,Pulaski County | IN
18133,78.36,Putnam County | IN
18135,77.81,Randolph County | IN
18137,77.86,Ripley County | IN
18139,77.65,Rush County | IN
18141,77.98,St. Joseph County | IN
18143,73.42,Scott County | IN
18145,77.75,Shelby County | IN
18147,78.99,Spencer County | IN
18149,74.66,Starke County | IN
18151,78.85,Steuben County | IN
18153,75.8,Sullivan County | IN
18155,76.5,Switzerland County | IN
18157,79.14,Tippecanoe County | IN
18159,78.7,Tipton County | IN
18161,77.7,Union County | IN
18163,77.18,Vanderburgh County | IN
18165,75.83,Vermillion County | IN
18167,76.45,Vigo County | IN
18169,77.87,Wabash County | IN
18171,78.58,Warren County | IN
18173,79.27,Warrick County | IN
18175,75.89,Washington County | IN
18177,76.54,Wayne County | IN
18179,79.52,Wells County | IN
18181,78.25,White County | IN
18183,79.02,Whitley County | IN
19001,79.44,Adair County | IA
19003,78.96,Adams County | IA
19005,79.9,Allamakee County | IA
19007,78.33,Appanoose County | IA
19009,80.54,Audubon County | IA
19011,81.15,Benton County | IA
19013,79.42,Black Hawk County | IA
19015,78.98,Boone County | IA
19017,82.14,Bremer County | IA
19019,79.24,Buchanan County | IA
19021,80.88,Buena Vista County | IA
19023,80.23,Butler County | IA
19025,79.85,Calhoun County | IA
19027,80.36,Carroll County | IA
19029,78.84,Cass County | IA
19031,81.38,Cedar County | IA
19033,79.23,Cerro Gordo County | IA
19035,80.13,Cherokee County | IA
19037,80.71,Chickasaw County | IA
19039,78.57,Clarke County | IA
19041,80.29,Clay County | IA
19043,80.5,Clayton County | IA
19045,78.7,Clinton County | IA
19047,80.33,Crawford County | IA
19049,81.49,Dallas County | IA
19051,79.84,Davis County | IA
19053,78.29,Decatur County | IA
19055,81.1,Delaware County | IA
19057,79.15,Des Moines County | IA
19059,81.27,Dickinson County | IA
19061,80.03,Dubuque County | IA
19063,79.65,Emmet County | IA
19065,79.9,Fayette County | IA
19067,79.72,Floyd County | IA
19069,80.28,Franklin County | IA
19071,78.84,Fremont County | IA
19073,80.03,Greene County | IA
19075,81.32,Grundy County | IA
19077,80.07,Guthrie County | IA
19079,80.42,Hamilton County | IA
19081,80.81,Hancock County | IA
19083,79.74,Hardin County | IA
19085,78.08,Harrison County | IA
19087,79.55,Henry County | IA
19089,80.32,Howard County | IA
19091,80.4,Humboldt County | IA
19093,79.51,Ida County | IA
19095,80.81,Iowa County | IA
19097,79.38,Jackson County | IA
19099,79.82,Jasper County | IA
19101,80.44,Jefferson County | IA
19103,82.08,Johnson County | IA
19105,80.75,Jones County | IA
19107,80.46,Keokuk County | IA
19109,81.38,Kossuth County | IA
19111,77.52,Lee County | IA
19113,80.39,Linn County | IA
19115,79.3,Louisa County | IA
19117,79.19,Lucas County | IA
19119,81.05,Lyon County | IA
19121,79.7,Madison County | IA
19123,80.12,Mahaska County | IA
19125,79.22,Marion County | IA
19127,77.37,Marshall County | IA
19129,77.93,Mills County | IA
19131,81.45,Mitchell County | IA
19133,77.8,Monona County | IA
