State,Location,"Heavy Drinking Percentage, 2012",FIPS,PlaceName
Nevada,Carson City,11.4,32510,Carson City | NV
Nevada,Churchill County,10.2,32001,Churchill County | NV
Nevada,Clark County,8.4,32003,Clark County | NV
Nevada,Douglas County,13.0,32005,Douglas County | NV
Nevada,Elko County,10.4,32007,Elko County | NV
Nevada,Esmeralda County,22.4,32009,Esmeralda County | NV
Nevada,Eureka County,10.8,32011,Eureka County | NV
Nevada,Humboldt County,10.9,32013,Humboldt County | NV
Nevada,Lander County,10.3,32015,Lander County | NV
Nevada,Lincoln County,8.4,32017,Lincoln County | NV
Nevada,Lyon County,12.0,32019,Lyon County | NV
Nevada,Mineral County,10.5,32021,Mineral County | NV
Nevada,Nye County,11.8,32023,Nye County | NV
Nevada,Pershing County,11.0,32027,Pershing County | NV
Nevada,Storey County,18.6,32029,Storey County | NV
Nevada,Washoe County,11.6,32031,Washoe County | NV
Nevada,White Pine County,9.4,32033,White Pine County | NV
New Hampshire,Belknap County,10.5,33001,Belknap County | NH
New Hampshire,Carroll County,11.5,33003,Carroll County | NH
New Hampshire,Cheshire County,11.0,33005,Cheshire County | NH
New Hampshire,Coos County,10.9,33007,Coos County | NH
New Hampshire,Grafton County,11.4,33009,Grafton County | NH
New Hampshire,Hillsborough County,8.6,33011,Hillsborough County | NH
New Hampshire,Merrimack County,10.1,33013,Merrimack County | NH
New Hampshire,Rockingham County,10.6,33015,Rockingham County | NH
New Hampshire,Strafford County,9.6,33017,Strafford County | NH
New Hampshire,Sullivan County,9.4,33019,Sullivan County | NH
New Jersey,Atlantic County,7.3,34001,Atlantic County | NJ
New Jersey,Bergen County,7.1,34003,Bergen County | NJ
New Jersey,Burlington County,7.4,34005,Burlington County | NJ
New Jersey,Camden County,7.3,34007,Camden County | NJ
New Jersey,Cape May County,9.4,34009,Cape May County | NJ
New Jersey,Cumberland County,6.0,34011,Cumberland County | NJ
New Jersey,Essex County,7.5,34013,Essex County | NJ
New Jersey,Gloucester County,7.1,34015,Gloucester County | NJ
New Jersey,Hudson County,6.4,34017,Hudson County | NJ
New Jersey,Hunterdon County,9.3,34019,Hunterdon County | NJ
New Jersey,Mercer County,7.1,34021,Mercer County | NJ
New Jersey,Middlesex County,5.9,34023,Middlesex County | NJ
New Jersey,Monmouth County,9.2,34025,Monmouth County | NJ
New Jersey,Morris County,8.0,34027,Morris County | NJ
New Jersey,Ocean County,8.1,34029,Ocean County | NJ
New Jersey,Passaic County,7.2,34031,Passaic County | NJ
New Jersey,Salem County,7.4,34033,Salem County | NJ
New Jersey,Somerset County,6.5,34035,Somerset County | NJ
New Jersey,Sussex County,9.0,34037,Sussex County | NJ
New Jersey,Union County,5.9,34039,Union County | NJ
New Jersey,Warren County,8.0,34041,Warren County | NJ
New Mexico,Bernalillo County,6.9,35001,Bernalillo County | NM
New Mexico,Catron County,9.5,35003,Catron County | NM
New Mexico,Chaves County,7.3,35005,Chaves County | NM
New Mexico,Cibola County,7.1,35006,Cibola County | NM
New Mexico,Colfax County,7.1,35007,Colfax County | NM
New Mexico,Curry County,5.8,35009,Curry County | NM
New Mexico,De Baca County,4.3,35011,De Baca County | NM
New Mexico,Dona Ana County,7.4,35013,Dona Ana County | NM
New Mexico,Eddy County,6.4,35015,Eddy County | NM
New Mexico,Grant County,9.2,35017,Grant County | NM
New Mexico,Guadalupe County,6.9,35019,Guadalupe County | NM
New Mexico,Harding County,5.7,35021,Harding County | NM
New Mexico,Hidalgo County,7.6,35023,Hidalgo County | NM
New Mexico,Lea County,6.5,35025,Lea County | NM
New Mexico,Lincoln County,8.5,35027,Lincoln County | NM
New Mexico,Los Alamos County,5.0,35028,Los Alamos County | NM
New Mexico,Luna County,8.2,35029,Luna County | NM
New Mexico,McKinley County,6.2,35031,Mckinley County | NM
New Mexico,Mora County,8.9,35033,Mora County | NM
New Mexico,Otero County,7.1,35035,Otero County | NM
New Mexico,Quay County,4.8,35037,Quay County | NM
New Mexico,Rio Arriba County,7.1,35039,Rio Arriba County | NM
New Mexico,Roosevelt County,5.7,35041,Roosevelt County | NM
New Mexico,San Juan County,5.9,35045,San Juan County | NM
New Mexico,San Miguel County,6.8,35047,San Miguel County | NM
New Mexico,Sandoval County,7.5,35043,Sandoval County | NM
New Mexico,Santa Fe County,8.1,35049,Santa Fe County | NM
New Mexico,Sierra County,9.2,35051,Sierra County | NM
New Mexico,Socorro County,7.5,35053,Socorro County | NM
New Mexico,Taos County,7.9,35055,Taos County | NM
New Mexico,Torrance County,7.1,35057,Torrance County | NM
New Mexico,Union County,6.9,35059,Union County | NM
New Mexico,Valencia County,6.9,35061,Valencia County | NM
New York,Albany County,9.3,36001,Albany County | NY
New York,Allegany County,9.0,36003,Allegany County | NY
New York,Bronx County,4.8,36005,Bronx County | NY
New York,Broome County,8.9,36007,Broome County | NY
New York,Cattaraugus County,9.9,36009,Cattaraugus County | NY
New York,Cayuga County,9.0,36011,Cayuga County | NY
New York,Chautauqua County,8.9,36013,Chautauqua County | NY
New York,Chemung County,8.5,36015,Chemung County | NY
New York,Chenango County,9.6,36017,Chenango County | NY
New York,Clinton County,9.7,36019,Clinton County | NY
New York,Columbia County,10.1,36021,Columbia County | NY
New York,Cortland County,9.8,36023,Cortland County | NY
New York,Delaware County,9.9,36025,Delaware County | NY
New York,Dutchess County,8.6,36027,Dutchess County | NY
New York,Erie County,8.6,36029,Erie County | NY
New York,Essex County,10.6,36031,Essex County | NY
New York,Franklin County,9.5,36033,Franklin County | NY
New York,Fulton County,9.3,36035,Fulton County | NY
New York,Genesee County,8.9,36037,Genesee County | NY
New York,Greene County,9.5,36039,Greene County | NY
New York,Hamilton County,9.5,36041,Hamilton County | NY
New York,Herkimer County,9.4,36043,Herkimer County | NY
New York,Jefferson County,8.3,36045,Jefferson County | NY
New York,Kings County,6.1,36047,Kings County | NY
New York,Lewis County,8.2,36049,Lewis County | NY
New York,Livingston County,9.4,36051,Livingston County | NY
New York,Madison County,9.3,36053,Madison County | NY
New York,Monroe County,7.9,36055,Monroe County | NY
New York,Montgomery County,8.0,36057,Montgomery County | NY
New York,Nassau County,7.0,36059,Nassau County | NY
New York,New York County,9.9,36061,New York County | NY
New York,Niagara County,8.7,36063,Niagara County | NY
New York,Oneida County,8.7,36065,Oneida County | NY
New York,Onondaga County,8.4,36067,Onondaga County | NY
New York,Ontario County,9.1,36069,Ontario County | NY
New York,Orange County,7.4,36071,Orange County | NY
New York,Orleans County,7.3,36073,Orleans County | NY
New York,Oswego County,9.5,36075,Oswego County | NY
New York,Otsego County,10.1,36077,Otsego County | NY
New York,Putnam County,8.9,36079,Putnam County | NY
New York,Queens County,5.6,36081,Queens County | NY
New York,Rensselaer County,8.7,36083,Rensselaer County | NY
New York,Richmond County,6.9,36085,Richmond County | NY
New York,Rockland County,6.7,36087,Rockland County | NY
New York,Saratoga County,9.6,36091,Saratoga County | NY
New York,Schenectady County,8.3,36093,Schenectady County | NY
New York,Schoharie County,9.5,36095,Schoharie County | NY
New York,Schuyler County,10.0,36097,Schuyler County | NY
New York,Seneca County,9.3,36099,Seneca County | NY
New York,St. Lawrence County,10.0,36089,St. Lawrence County | NY
New York,Steuben County,8.5,36101,Steuben County | NY
New York,Suffolk County,7.8,36103,Suffolk County | NY
New York,Sullivan County,9.4,36105,Sullivan County | NY
New York,Tioga County,8.7,36107,Tioga County | NY
New York,Tompkins County,10.8,36109,Tompkins County | NY
New York,Ulster County,9.3,36111,Ulster County | NY
New York,Warren County,10.8,36113,Warren County | NY
New York,Washington County,8.7,36115,Washington County | NY
New York,Wayne County,8.5,36117,Wayne County | NY
New York,Westchester County,6.8,36119,Westchester County | NY
New York,Wyoming County,8.6,36121,Wyoming County | NY
New York,Yates County,12.1,36123,Yates County | NY
North Carolina,Alamance County,5.9,37001,Alamance County | NC
North Carolina,Alexander County,5.6,37003,Alexander County | NC
North Carolina,Alleghany County,5.1,37005,Alleghany County | NC
North Carolina,Anson County,4.7,37007,Anson County | NC
North Carolina,Ashe County,5.1,37009,Ashe County | NC
North Carolina,Avery County,6.3,37011,Avery County | NC
North Carolina,Beaufort County,6.7,37013,Beaufort County | NC
North Carolina,Bertie County,4.5,37015,Bertie County | NC
North Carolina,Bladen County,4.9,37017,Bladen County | NC
North Carolina,Brunswick County,8.3,37019,Brunswick County | NC
North Carolina,Buncombe County,7.9,37021,Buncombe County | NC
North Carolina,Burke County,5.6,37023,Burke County | NC
North Carolina,Cabarrus County,6.7,37025,Cabarrus County | NC
North Carolina,Caldwell County,5.7,37027,Caldwell County | NC
North Carolina,Camden County,8.5,37029,Camden County | NC
North Carolina,Carteret County,9.3,37031,Carteret County | NC
North Carolina,Caswell County,5.8,37033,Caswell County | NC
North Carolina,Catawba County,7.2,37035,Catawba County | NC
North Carolina,Chatham County,6.9,37037,Chatham County | NC
North Carolina,Cherokee County,6.3,37039,Cherokee County | NC
North Carolina,Chowan County,5.7,37041,Chowan County | NC
North Carolina,Clay County,6.1,37043,Clay County | NC
North Carolina,Cleveland County,5.5,37045,Cleveland County | NC
North Carolina,Columbus County,4.9,37047,Columbus County | NC
North Carolina,Craven County,7.0,37049,Craven County | NC
North Carolina,Cumberland County,5.3,37051,Cumberland County | NC
North Carolina,Currituck County,9.0,37053,Currituck County | NC
North Carolina,Dare County,10.3,37055,Dare County | NC
North Carolina,Davidson County,6.2,37057,Davidson County | NC
North Carolina,Davie County,6.9,37059,Davie County | NC
North Carolina,Duplin County,5.1,37061,Duplin County | NC
North Carolina,Durham County,6.8,37063,Durham County | NC
North Carolina,Edgecombe County,4.6,37065,Edgecombe County | NC
North Carolina,Forsyth County,6.2,37067,Forsyth County | NC
North Carolina,Franklin County,4.9,37069,Franklin County | NC
North Carolina,Gaston County,6.1,37071,Gaston County | NC
North Carolina,Gates County,6.4,37073,Gates County | NC
North Carolina,Graham County,4.8,37075,Graham County | NC
North Carolina,Granville County,4.9,37077,Granville County | NC
North Carolina,Greene County,5.3,37079,Greene County | NC
North Carolina,Guilford County,6.4,37081,Guilford County | NC
North Carolina,Halifax County,5.0,37083,Halifax County | NC
North Carolina,Harnett County,5.2,37085,Harnett County | NC
North Carolina,Haywood County,7.2,37087,Haywood County | NC
North Carolina,Henderson County,7.0,37089,Henderson County | NC
North Carolina,Hertford County,5.1,37091,Hertford County | NC
North Carolina,Hoke County,4.8,37093,Hoke County | NC
North Carolina,Hyde County,8.9,37095,Hyde County | NC
North Carolina,Iredell County,7.4,37097,Iredell County | NC
North Carolina,Jackson County,6.5,37099,Jackson County | NC
North Carolina,Johnston County,5.3,37101,Johnston County | NC
North Carolina,Jones County,8.0,37103,Jones County | NC
North Carolina,Lee County,5.3,37105,Lee County | NC
North Carolina,Lenoir County,5.5,37107,Lenoir County | NC
North Carolina,Lincoln County,6.8,37109,Lincoln County | NC
North Carolina,Macon County,6.2,37113,Macon County | NC
North Carolina,Madison County,5.2,37115,Madison County | NC
North Carolina,Martin County,5.3,37117,Martin County | NC
North Carolina,McDowell County,5.7,37111,Mcdowell County | NC
North Carolina,Mecklenburg County,8.1,37119,Mecklenburg County | NC
North Carolina,Mitchell County,5.5,37121,Mitchell County | NC
North Carolina,Montgomery County,5.0,37123,Montgomery County | NC
North Carolina,Moore County,7.1,37125,Moore County | NC
North Carolina,Nash County,5.4,37127,Nash County | NC
North Carolina,New Hanover County,10.7,37129,New Hanover County | NC
North Carolina,Northampton County,6.1,37131,Northampton County | NC
North Carolina,Onslow County,6.3,37133,Onslow County | NC
North Carolina,Orange County,8.9,37135,Orange County | NC
North Carolina,Pamlico County,7.7,37137,Pamlico County | NC
North Carolina,Pasquotank County,5.7,37139,Pasquotank County | NC
North Carolina,Pender County,6.9,37141,Pender County | NC
North Carolina,Perquimans County,6.3,37143,Perquimans County | NC
North Carolina,Person County,5.7,37145,Person County | NC
North Carolina,Pitt County,6.7,37147,Pitt County | NC
North Carolina,Polk County,7.4,37149,Polk County | NC
North Carolina,Randolph County,5.8,37151,Randolph County | NC
North Carolina,Richmond County,5.1,37153,Richmond County | NC
North Carolina,Robeson County,4.5,37155,Robeson County | NC
North Carolina,Rockingham County,5.3,37157,Rockingham County | NC
North Carolina,Rowan County,6.0,37159,Rowan County | NC
North Carolina,Rutherford County,5.4,37161,Rutherford County | NC
North Carolina,Sampson County,4.8,37163,Sampson County | NC
North Carolina,Scotland County,5.1,37165,Scotland County | NC
North Carolina,Stanly County,6.2,37167,Stanly County | NC
North Carolina,Stokes County,5.6,37169,Stokes County | NC
North Carolina,Surry County,4.7,37171,Surry County | NC
North Carolina,Swain County,5.7,37173,Swain County | NC
North Carolina,Transylvania County,6.7,37175,Transylvania County | NC
North Carolina,Tyrrell County,6.3,37177,Tyrrell County | NC
North Carolina,Union County,6.7,37179,Union County | NC
North Carolina,Vance County,4.5,37181,Vance County | NC
North Carolina,Wake County,7.6,37183,Wake County | NC
North Carolina,Warren County,5.1,37185,Warren County | NC
North Carolina,Washington County,4.9,37187,Washington County | NC
North Carolina,Watauga County,8.4,37189,Watauga County | NC
North Carolina,Wayne County,5.1,37191,Wayne County | NC
North Carolina,Wilkes County,4.6,37193,Wilkes County | NC
North Carolina,Wilson County,5.4,37195,Wilson County | NC
North Carolina,Yadkin County,5.3,37197,Yadkin County | NC
North Carolina,Yancey County,5.9,37199,Yancey County | NC
North Dakota,Adams County,11.6,38001,Adams County | ND
North Dakota,Barnes County,9.3,38003,Barnes County | ND
North Dakota,Benson County,14.7,38005,Benson County | ND
North Dakota,Billings County,11.9,38007,Billings County | ND
North Dakota,Bottineau County,9.5,38009,Bottineau County | ND
North Dakota,Bowman County,12.2,38011,Bowman County | ND
North Dakota,Burke County,10.7,38013,Burke County | ND
North Dakota,Burleigh County,7.7,38015,Burleigh County | ND
North Dakota,Cass County,8.5,38017,Cass County | ND
North Dakota,Cavalier County,12.2,38019,Cavalier County | ND
North Dakota,Dickey County,8.2,38021,Dickey County | ND
North Dakota,Divide County,9.7,38023,Divide County | ND
North Dakota,Dunn County,13.2,38025,Dunn County | ND
North Dakota,Eddy County,9.7,38027,Eddy County | ND
North Dakota,Emmons County,11.4,38029,Emmons County | ND
North Dakota,Foster County,7.0,38031,Foster County | ND
North Dakota,Golden Valley County,11.9,38033,Golden Valley County | ND
North Dakota,Grand Forks County,8.6,38035,Grand Forks County | ND
North Dakota,Grant County,9.8,38037,Grant County | ND
North Dakota,Griggs County,9.4,38039,Griggs County | ND
North Dakota,Hettinger County,12.1,38041,Hettinger County | ND
North Dakota,Kidder County,9.4,38043,Kidder County | ND
North Dakota,LaMoure County,11.2,38045,Lamoure County | ND
North Dakota,Logan County,12.0,38047,Logan County | ND
North Dakota,McHenry County,9.6,38049,Mchenry County | ND
North Dakota,McIntosh County,9.4,38051,Mcintosh County | ND
North Dakota,McKenzie County,8.9,38053,Mckenzie County | ND
North Dakota,McLean County,9.7,38055,Mclean County | ND
North Dakota,Mercer County,9.2,38057,Mercer County | ND
North Dakota,Morton County,9.4,38059,Morton County | ND
North Dakota,Mountrail County,12.2,38061,Mountrail County | ND
North Dakota,Nelson County,10.5,38063,Nelson County | ND
North Dakota,Oliver County,9.0,38065,Oliver County | ND
North Dakota,Pembina County,9.8,38067,Pembina County | ND
North Dakota,Pierce County,9.7,38069,Pierce County | ND
North Dakota,Ramsey County,10.1,38071,Ramsey County | ND
North Dakota,Ransom County,10.5,38073,Ransom County | ND
North Dakota,Renville County,10.6,38075,Renville County | ND
North Dakota,Richland County,11.4,38077,Richland County | ND
North Dakota,Rolette County,19.6,38079,Rolette County | ND
North Dakota,Sargent County,11.7,38081,Sargent County | ND
North Dakota,Sheridan County,7.3,38083,Sheridan County | ND
North Dakota,Sioux County,21.4,38085,Sioux County | ND
North Dakota,Slope County,7.9,38087,Slope County | ND
North Dakota,Stark County,10.0,38089,Stark County | ND
North Dakota,Steele County,10.9,38091,Steele County | ND
North Dakota,Stutsman County,8.1,38093,Stutsman County | ND
North Dakota,Towner County,10.0,38095,Towner County | ND
North Dakota,Traill County,11.3,38097,Traill County | ND
North Dakota,Walsh County,11.0,38099,Walsh County | ND
North Dakota,Ward County,8.7,38101,Ward County | ND
North Dakota,Wells County,8.3,38103,Wells County | ND
North Dakota,Williams County,9.6,38105,Williams County | ND
Ohio,Adams County,7.2,39001,Adams County | OH
Ohio,Allen County,8.2,39003,Allen County | OH
Ohio,Ashland County,7.6,39005,Ashland County | OH
Ohio,Ashtabula County,8.5,39007,Ashtabula County | OH
Ohio,Athens County,8.3,39009,Athens County | OH
Ohio,Auglaize County,10.4,39011,Auglaize County | OH
Ohio,Belmont County,7.9,39013,Belmont County | OH
Ohio,Brown County,8.0,39015,Brown County | OH
Ohio,Butler County,8.0,39017,Butler County | OH
Ohio,Carroll County,8.9,39019,Carroll County | OH
Ohio,Champaign County,6.8,39021,Champaign County | OH
Ohio,Clark County,7.4,39023,Clark County | OH
Ohio,Clermont County,8.7,39025,Clermont County | OH
Ohio,Clinton County,7.5,39027,Clinton County | OH
Ohio,Columbiana County,8.5,39029,Columbiana County | OH
Ohio,Coshocton County,7.4,39031,Coshocton County | OH
Ohio,Crawford County,8.7,39033,Crawford County | OH
Ohio,Cuyahoga County,9.0,39035,Cuyahoga County | OH
Ohio,Darke County,7.9,39037,Darke County | OH
Ohio,Defiance County,8.1,39039,Defiance County | OH
Ohio,Delaware County,8.9,39041,Delaware County | OH
Ohio,Erie County,10.2,39043,Erie County | OH
Ohio,Fairfield County,9.6,39045,Fairfield County | OH
Ohio,Fayette County,7.2,39047,Fayette County | OH
Ohio,Franklin County,8.5,39049,Franklin County | OH
Ohio,Fulton County,8.4,39051,Fulton County | OH
Ohio,Gallia County,7.7,39053,Gallia County | OH
Ohio,Geauga County,9.7,39055,Geauga County | OH
Ohio,Greene County,8.4,39057,Greene County | OH
Ohio,Guernsey County,7.1,39059,Guernsey County | OH
Ohio,Hamilton County,9.5,39061,Hamilton County | OH
Ohio,Hancock County,8.7,39063,Hancock County | OH
Ohio,Hardin County,8.2,39065,Hardin County | OH
Ohio,Harrison County,8.5,39067,Harrison County | OH
Ohio,Henry County,8.2,39069,Henry County | OH
Ohio,Highland County,7.2,39071,Highland County | OH
Ohio,Hocking County,7.4,39073,Hocking County | OH
Ohio,Holmes County,4.6,39075,Holmes County | OH
Ohio,Huron County,9.7,39077,Huron County | OH
Ohio,Jackson County,7.5,39079,Jackson County | OH
Ohio,Jefferson County,10.9,39081,Jefferson County | OH
Ohio,Knox County,7.6,39083,Knox County | OH
Ohio,Lake County,10.9,39085,Lake County | OH
Ohio,Lawrence County,6.7,39087,Lawrence County | OH
Ohio,Licking County,8.7,39089,Licking County | OH
Ohio,Logan County,8.0,39091,Logan County | OH
Ohio,Lorain County,9.9,39093,Lorain County | OH
Ohio,Lucas County,8.9,39095,Lucas County | OH
Ohio,Madison County,7.5,39097,Madison County | OH
Ohio,Mahoning County,9.4,39099,Mahoning County | OH
Ohio,Marion County,8.3,39101,Marion County | OH
Ohio,Medina County,10.3,39103,Medina County | OH
Ohio,Meigs County,8.3,39105,Meigs County | OH
Ohio,Mercer County,13.0,39107,Mercer County | OH
Ohio,Miami County,7.6,39109,Miami County | OH
Ohio,Monroe County,7.9,39111,Monroe County | OH
Ohio,Montgomery County,8.7,39113,Montgomery County | OH
Ohio,Morgan County,8.3,39115,Morgan County | OH
Ohio,Morrow County,7.1,39117,Morrow County | OH
Ohio,Muskingum County,8.9,39119,Muskingum County | OH
Ohio,Noble County,9.1,39121,Noble County | OH
Ohio,Ottawa County,10.5,39123,Ottawa County | OH
Ohio,Paulding County,9.7,39125,Paulding County | OH
Ohio,Perry County,8.2,39127,Perry County | OH
Ohio,Pickaway County,7.9,39129,Pickaway County | OH
Ohio,Pike County,7.4,39131,Pike County | OH
Ohio,Portage County,9.6,39133,Portage County | OH
Ohio,Preble County,8.2,39135,Preble County | OH
Ohio,Putnam County,12.0,39137,Putnam County | OH
Ohio,Richland County,7.0,39139,Richland County | OH
Ohio,Ross County,8.0,39141,Ross County | OH
Ohio,Sandusky County,9.5,39143,Sandusky County | OH
Ohio,Scioto County,7.3,39145,Scioto County | OH
Ohio,Seneca County,10.7,39147,Seneca County | OH
Ohio,Shelby County,9.5,39149,Shelby County | OH
Ohio,Stark County,8.5,39151,Stark County | OH
Ohio,Summit County,9.0,39153,Summit County | OH
Ohio,Trumbull County,9.4,39155,Trumbull County | OH
Ohio,Tuscarawas County,7.2,39157,Tuscarawas County | OH
Ohio,Union County,8.1,39159,Union County | OH
Ohio,Van Wert County,7.7,39161,Van Wert County | OH
Ohio,Vinton County,7.4,39163,Vinton County | OH
Ohio,Warren County,7.7,39165,Warren County | OH
Ohio,Washington County,8.2,39167,Washington County | OH
Ohio,Wayne County,6.5,39169,Wayne County | OH
Ohio,Williams County,7.9,39171,Williams County | OH
Ohio,Wood County,9.6,39173,Wood County | OH
Ohio,Wyandot County,9.1,39175,Wyandot County | OH
Oklahoma,Adair County,5.7,40001,Adair County | OK
Oklahoma,Alfalfa County,4.1,40003,Alfalfa County | OK
Oklahoma,Atoka County,5.2,40005,Atoka County | OK
Oklahoma,Beaver County,4.2,40007,Beaver County | OK
Oklahoma,Beckham County,6.6,40009,Beckham County | OK
Oklahoma,Blaine County,5.2,40011,Blaine County | OK
Oklahoma,Bryan County,5.5,40013,Bryan County | OK
Oklahoma,Caddo County,4.7,40015,Caddo County | OK
Oklahoma,Canadian County,7.3,40017,Canadian County | OK
Oklahoma,Carter County,5.8,40019,Carter County | OK
Oklahoma,Cherokee County,7.2,40021,Cherokee County | OK
Oklahoma,Choctaw County,4.3,40023,Choctaw County | OK
Oklahoma,Cimarron County,3.7,40025,Cimarron County | OK
Oklahoma,Cleveland County,7.4,40027,Cleveland County | OK
Oklahoma,Coal County,5.2,40029,Coal County | OK
Oklahoma,Comanche County,7.4,40031,Comanche County | OK
Oklahoma,Cotton County,4.1,40033,Cotton County | OK
Oklahoma,Craig County,5.8,40035,Craig County | OK
Oklahoma,Creek County,6.5,40037,Creek County | OK
Oklahoma,Custer County,5.8,40039,Custer County | OK
Oklahoma,Delaware County,7.3,40041,Delaware County | OK
Oklahoma,Dewey County,3.4,40043,Dewey County | OK
Oklahoma,Ellis County,4.2,40045,Ellis County | OK
Oklahoma,Garfield County,6.9,40047,Garfield County | OK
Oklahoma,Garvin County,5.1,40049,Garvin County | OK
Oklahoma,Grady County,6.0,40051,Grady County | OK
Oklahoma,Grant County,3.2,40053,Grant County | OK
Oklahoma,Greer County,5.4,40055,Greer County | OK
Oklahoma,Harmon County,4.6,40057,Harmon County | OK
Oklahoma,Harper County,4.2,40059,Harper County | OK
Oklahoma,Haskell County,5.4,40061,Haskell County | OK
Oklahoma,Hughes County,5.8,40063,Hughes County | OK
Oklahoma,Jackson County,5.4,40065,Jackson County | OK
Oklahoma,Jefferson County,3.7,40067,Jefferson County | OK
Oklahoma,Johnston County,5.1,40069,Johnston County | OK
Oklahoma,Kay County,6.0,40071,Kay County | OK
Oklahoma,Kingfisher County,5.0,40073,Kingfisher County | OK
Oklahoma,Kiowa County,4.5,40075,Kiowa County | OK
Oklahoma,Latimer County,5.0,40077,Latimer County | OK
Oklahoma,Le Flore County,5.7,40079,Le Flore County | OK
Oklahoma,Lincoln County,6.3,40081,Lincoln County | OK
Oklahoma,Logan County,7.6,40083,Logan County | OK
Oklahoma,Love County,5.6,40085,Love County | OK
Oklahoma,Major County,4.2,40093,Major County | OK
Oklahoma,Marshall County,5.2,40095,Marshall County | OK
Oklahoma,Mayes County,6.0,40097,Mayes County | OK
Oklahoma,McClain County,6.2,40087,Mcclain County | OK
Oklahoma,McCurtain County,5.7,40089,Mccurtain County | OK
Oklahoma,McIntosh County,7.3,40091,Mcintosh County | OK
Oklahoma,Murray County,6.1,40099,Murray County | OK
Oklahoma,Muskogee County,5.5,40101,Muskogee County | OK
Oklahoma,Noble County,4.7,40103,Noble County | OK
Oklahoma,Nowata County,5.9,40105,Nowata County | OK
Oklahoma,Okfuskee County,5.8,40107,Okfuskee County | OK
Oklahoma,Oklahoma County,6.3,40109,Oklahoma County | OK
Oklahoma,Okmulgee County,5.3,40111,Okmulgee County | OK
Oklahoma,Osage County,7.3,40113,Osage County | OK
Oklahoma,Ottawa County,6.3,40115,Ottawa County | OK
Oklahoma,Pawnee County,6.1,40117,Pawnee County | OK
Oklahoma,Payne County,6.8,40119,Payne County | OK
Oklahoma,Pittsburg County,5.8,40121,Pittsburg County | OK
Oklahoma,Pontotoc County,6.1,40123,Pontotoc County | OK
Oklahoma,Pottawatomie County,5.7,40125,Pottawatomie County | OK
Oklahoma,Pushmataha County,5.5,40127,Pushmataha County | OK
Oklahoma,Roger Mills County,4.9,40129,Roger Mills County | OK
Oklahoma,Rogers County,6.6,40131,Rogers County | OK
Oklahoma,Seminole County,6.0,40133,Seminole County | OK
Oklahoma,Sequoyah County,6.8,40135,Sequoyah County | OK
Oklahoma,Stephens County,5.9,40137,Stephens County | OK
Oklahoma,Texas County,5.0,40139,Texas County | OK
Oklahoma,Tillman County,3.5,40141,Tillman County | OK
Oklahoma,Tulsa County,6.7,40143,Tulsa County | OK
Oklahoma,Wagoner County,7.2,40145,Wagoner County | OK
Oklahoma,Washington County,6.0,40147,Washington County | OK
Oklahoma,Washita County,4.8,40149,Washita County | OK
Oklahoma,Woods County,5.9,40151,Woods County | OK
Oklahoma,Woodward County,5.0,40153,Woodward County | OK
Oregon,Baker County,9.4,41001,Baker County | OR
Oregon,Benton County,10.9,41003,Benton County | OR
Oregon,Clackamas County,9.4,41005,Clackamas County | OR
Oregon,Clatsop County,11.3,41007,Clatsop County | OR
Oregon,Columbia County,10.3,41009,Columbia County | OR
Oregon,Coos County,9.3,41011,Coos County | OR
Oregon,Crook County,9.5,41013,Crook County | OR
Oregon,Curry County,10.8,41015,Curry County | OR
Oregon,Deschutes County,10.0,41017,Deschutes County | OR
Oregon,Douglas County,8.7,41019,Douglas County | OR
Oregon,Gilliam County,15.8,41021,Gilliam County | OR
Oregon,Grant County,11.4,41023,Grant County | OR
Oregon,Harney County,10.3,41025,Harney County | OR
Oregon,Hood River County,8.6,41027,Hood River County | OR
Oregon,Jackson County,8.9,41029,Jackson County | OR
Oregon,Jefferson County,7.8,41031,Jefferson County | OR
Oregon,Josephine County,9.7,41033,Josephine County | OR
Oregon,Klamath County,9.1,41035,Klamath County | OR
Oregon,Lake County,11.8,41037,Lake County | OR
Oregon,Lane County,10.0,41039,Lane County | OR
Oregon,Lincoln County,10.1,41041,Lincoln County | OR
Oregon,Linn County,8.8,41043,Linn County | OR
Oregon,Malheur County,7.2,41045,Malheur County | OR
Oregon,Marion County,7.2,41047,Marion County | OR
Oregon,Morrow County,8.6,41049,Morrow County | OR
Oregon,Multnomah County,10.6,41051,Multnomah County | OR
Oregon,Polk County,8.6,41053,Polk County | OR
Oregon,Sherman County,14.7,41055,Sherman County | OR
Oregon,Tillamook County,10.6,41057,Tillamook County | OR
Oregon,Umatilla County,7.8,41059,Umatilla County | OR
Oregon,Union County,9.0,41061,Union County | OR
Oregon,Wallowa County,11.8,41063,Wallowa County | OR
Oregon,Wasco County,8.8,41065,Wasco County | OR
Oregon,Washington County,8.2,41067,Washington County | OR
Oregon,Wheeler County,13.0,41069,Wheeler County | OR
Oregon,Yamhill County,7.8,41071,Yamhill County | OR
Pennsylvania,Adams County,7.2,42001,Adams County | PA
Pennsylvania,Allegheny County,9.8,42003,Allegheny County | PA
Pennsylvania,Armstrong County,8.1,42005,Armstrong County | PA
Pennsylvania,Beaver County,8.2,42007,Beaver County | PA
Pennsylvania,Bedford County,6.9,42009,Bedford County | PA
Pennsylvania,Berks County,6.7,42011,Berks County | PA
Pennsylvania,Blair County,7.4,42013,Blair County | PA
